ticket_id,status,assignee,changed_date
92,Ожидает обработки,ymosyagina,2025-01-31 01:08:17
92,В работе,mburuhin,2025-01-31 08:38:27
92,Ожидается ответ пользователя,ymosyagina,2025-01-31 13:15:36
92,Ожидается ответ пользователя,ymosyagina,2025-01-31 21:51:28
92,Ожидается ответ пользователя,ymosyagina,2025-02-01 03:47:00
92,Выполнено,mburuhin,2025-02-01 10:23:07
93,Ожидает обработки,asayfuddinov,2024-10-08 10:58:03
93,В работе,asayfuddinov,2024-10-08 13:43:21
93,На согласовании,asayfuddinov,2024-10-08 16:56:10
93,Ожидается ответ пользователя,asayfuddinov,2024-10-08 20:11:29
93,На согласовании,asayfuddinov,2024-10-09 00:17:02
93,Отменен,asayfuddinov,2024-10-09 04:10:06
94,Ожидает обработки,rkarvenov,2025-01-15 09:13:00
94,В работе,rkarvenov,2025-01-15 14:21:28
94,На согласовании,nikiforovaana,2025-01-15 18:16:17
94,В разработке,rkarvenov,2025-01-16 01:54:29
94,В работе,rkarvenov,2025-01-16 07:56:11
94,Отменен,rkarvenov,2025-01-16 15:00:47
95,Ожидает обработки,ymosyagina,2024-12-21 00:33:24
95,В работе,aplyukhina,2024-12-21 08:12:38
95,Ожидается ответ пользователя,agliskov,2024-12-21 16:57:45
95,Ожидается ответ пользователя,agliskov,2024-12-22 01:15:09
95,В разработке,ymosyagina,2024-12-22 05:04:08
95,На согласовании,ymosyagina,2024-12-22 14:17:45
95,Выполнено,ymosyagina,2024-12-22 18:19:41
96,Ожидает обработки,mburuhin,2024-11-22 12:55:24
96,В работе,mburuhin,2024-11-22 20:42:37
96,Ожидается ответ пользователя,ymosyagina,2024-11-23 01:12:58
96,В разработке,rkarvenov,2024-11-23 04:26:13
96,В разработке,mburuhin,2024-11-23 08:15:31
96,Отменен,mburuhin,2024-11-23 13:11:02
97,Ожидает обработки,ymosyagina,2024-11-22 10:28:10
97,В работе,ymosyagina,2024-11-22 12:43:04
97,На согласовании,ymosyagina,2024-11-22 13:28:14
97,В разработке,ymosyagina,2024-11-22 15:08:04
97,В разработке,ymosyagina,2024-11-22 17:07:36
97,Выполнено,ymosyagina,2024-11-22 19:14:30
98,Ожидает обработки,ymosyagina,2024-12-27 02:07:58
98,В работе,ymosyagina,2024-12-27 03:00:50
98,В работе,ymosyagina,2024-12-27 04:36:53
98,На согласовании,ymosyagina,2024-12-27 05:52:48
98,В работе,ymosyagina,2024-12-27 06:33:48
98,Ожидается ответ пользователя,asayfuddinov,2024-12-27 07:33:40
98,Выполнено,ymosyagina,2024-12-27 09:01:14
99,Ожидает обработки,agliskov,2024-11-17 02:12:23
99,В работе,agliskov,2024-11-17 09:13:54
99,В разработке,agliskov,2024-11-17 15:33:38
99,В работе,dnoosan,2024-11-17 21:36:28
99,В работе,agliskov,2024-11-18 06:26:56
99,Выполнено,alesushkov,2024-11-18 15:42:06
100,Ожидает обработки,rkarvenov,2025-02-23 12:30:29
100,В работе,msharova,2025-02-23 16:47:44
100,В разработке,rkarvenov,2025-02-23 23:26:59
100,В работе,rkarvenov,2025-02-24 02:16:48
100,Выполнено,rkarvenov,2025-02-24 08:23:20
101,Ожидает обработки,alesushkov,2024-11-02 01:34:48
101,В работе,aplyukhina,2024-11-02 09:06:42
101,В разработке,alesushkov,2024-11-02 14:10:13
101,Выполнено,alesushkov,2024-11-02 20:21:21
102,Ожидает обработки,nikiforovaana,2024-10-07 09:54:38
102,В работе,nikiforovaana,2024-10-07 10:17:08
102,Ожидается ответ пользователя,alesushkov,2024-10-07 11:13:45
102,Отменен,alesushkov,2024-10-07 12:15:10
103,Ожидает обработки,agliskov,2024-10-08 10:27:51
103,В работе,agliskov,2024-10-08 12:52:45
103,В разработке,asayfuddinov,2024-10-08 13:36:56
103,В разработке,agliskov,2024-10-08 14:22:54
103,В разработке,asayfuddinov,2024-10-08 16:45:49
103,Выполнено,agliskov,2024-10-08 18:42:11
104,Ожидает обработки,dnoosan,2025-01-29 04:17:44
104,В работе,dnoosan,2025-01-29 09:34:42
104,Ожидается ответ пользователя,dnoosan,2025-01-29 16:14:55
104,Отменен,dnoosan,2025-01-29 21:24:45
105,Ожидает обработки,aplyukhina,2024-10-15 10:27:02
105,В работе,aplyukhina,2024-10-15 15:47:16
105,В работе,mburuhin,2024-10-15 18:30:31
105,Ожидается ответ пользователя,aplyukhina,2024-10-15 22:54:13
105,На согласовании,aplyukhina,2024-10-16 03:40:18
105,Отменен,aplyukhina,2024-10-16 09:55:19
106,Ожидает обработки,alesushkov,2024-12-28 18:53:29
106,В работе,agliskov,2024-12-28 22:38:40
106,В работе,alesushkov,2024-12-29 03:01:34
106,В работе,alesushkov,2024-12-29 06:32:51
106,Ожидается ответ пользователя,alesushkov,2024-12-29 10:38:47
106,Выполнено,alesushkov,2024-12-29 14:02:12
107,Ожидает обработки,agliskov,2024-11-30 10:31:57
107,В работе,agliskov,2024-11-30 16:36:19
107,В разработке,agliskov,2024-12-01 02:22:27
107,Ожидается ответ пользователя,agliskov,2024-12-01 10:47:38
107,Выполнено,agliskov,2024-12-01 19:59:10
108,Ожидает обработки,rkarvenov,2025-02-15 17:04:34
108,В работе,rkarvenov,2025-02-16 01:28:34
108,На согласовании,rkarvenov,2025-02-16 11:03:17
108,На согласовании,nikiforovaana,2025-02-16 19:45:46
108,Отменен,rkarvenov,2025-02-17 00:49:58
108,В работе,rkarvenov,2025-02-17 05:06:45
108,Ожидается ответ пользователя,dnoosan,2025-02-17 13:46:44
108,В работе,rkarvenov,2025-02-17 23:42:12
108,Отменен,rkarvenov,2025-02-18 08:49:44
109,Ожидает обработки,agliskov,2024-11-03 15:25:43
109,В работе,mburuhin,2024-11-03 19:03:05
109,На согласовании,agliskov,2024-11-04 01:42:15
109,Выполнено,agliskov,2024-11-04 04:40:56
110,Ожидает обработки,ymosyagina,2025-01-22 01:04:02
110,В работе,ymosyagina,2025-01-22 06:00:45
110,Ожидается ответ пользователя,rkarvenov,2025-01-22 12:11:09
110,В разработке,ymosyagina,2025-01-22 21:36:55
110,Выполнено,ymosyagina,2025-01-23 02:42:16
111,Ожидает обработки,asayfuddinov,2025-02-21 04:29:56
111,В работе,asayfuddinov,2025-02-21 09:40:08
111,Ожидается ответ пользователя,asayfuddinov,2025-02-21 17:33:25
111,На согласовании,alesushkov,2025-02-21 21:23:32
111,В разработке,msharova,2025-02-22 06:08:56
111,Отменен,asayfuddinov,2025-02-22 13:42:30
112,Ожидает обработки,nikiforovaana,2024-12-13 08:09:44
112,В работе,nikiforovaana,2024-12-13 10:20:00
112,В разработке,nikiforovaana,2024-12-13 17:13:35
112,Ожидается ответ пользователя,nikiforovaana,2024-12-13 22:22:14
112,В работе,mburuhin,2024-12-14 03:44:32
112,Выполнено,msharova,2024-12-14 10:03:01
113,Ожидает обработки,agliskov,2024-11-25 18:40:46
113,В работе,agliskov,2024-11-26 01:15:26
113,На согласовании,agliskov,2024-11-26 03:45:13
113,На согласовании,asayfuddinov,2024-11-26 05:42:15
113,Отменен,alesushkov,2024-11-26 11:46:52
114,Ожидает обработки,asayfuddinov,2024-10-27 08:48:32
114,В работе,asayfuddinov,2024-10-27 13:30:25
114,В работе,mburuhin,2024-10-27 18:22:12
114,На согласовании,asayfuddinov,2024-10-28 00:56:59
114,На согласовании,asayfuddinov,2024-10-28 04:17:23
114,На согласовании,dnoosan,2024-10-28 10:06:02
114,Выполнено,asayfuddinov,2024-10-28 14:18:34
115,Ожидает обработки,alesushkov,2024-12-29 15:20:32
115,В работе,rkarvenov,2024-12-29 18:59:27
115,На согласовании,alesushkov,2024-12-29 23:20:43
115,В разработке,alesushkov,2024-12-30 05:14:36
115,В работе,rkarvenov,2024-12-30 18:31:49
115,Отменен,alesushkov,2024-12-31 00:03:47
116,Ожидает обработки,alesushkov,2024-10-05 23:07:39
116,В работе,asayfuddinov,2024-10-06 06:13:46
116,В разработке,alesushkov,2024-10-06 14:18:26
116,В работе,alesushkov,2024-10-06 18:34:00
116,Ожидается ответ пользователя,alesushkov,2024-10-07 03:07:24
116,В разработке,alesushkov,2024-10-07 09:59:12
116,Отменен,alesushkov,2024-10-07 16:25:52
117,Ожидает обработки,alesushkov,2025-01-24 15:04:57
117,В работе,agliskov,2025-01-24 17:53:04
117,На согласовании,alesushkov,2025-01-24 22:18:12
117,В работе,alesushkov,2025-01-25 01:02:56
117,В работе,alesushkov,2025-01-25 02:48:08
117,В работе,agliskov,2025-01-25 06:01:19
117,Отменен,alesushkov,2025-01-25 09:39:25
118,Ожидает обработки,dnoosan,2025-02-01 09:45:18
118,В работе,agliskov,2025-02-01 15:42:22
118,В работе,aplyukhina,2025-02-01 20:56:27
118,Ожидается ответ пользователя,dnoosan,2025-02-01 22:49:52
118,Ожидается ответ пользователя,rkarvenov,2025-02-02 03:18:43
118,На согласовании,rkarvenov,2025-02-02 09:19:26
118,Выполнено,dnoosan,2025-02-02 13:45:18
119,Ожидает обработки,agliskov,2024-10-11 17:02:44
119,В работе,agliskov,2024-10-11 21:11:04
119,На согласовании,agliskov,2024-10-12 02:34:49
119,В разработке,agliskov,2024-10-12 10:15:01
119,Отменен,mburuhin,2024-10-12 17:33:12
120,Ожидает обработки,rkarvenov,2024-10-14 05:08:33
120,В работе,rkarvenov,2024-10-14 13:12:12
120,На согласовании,rkarvenov,2024-10-14 18:30:10
120,На согласовании,ymosyagina,2024-10-15 03:08:42
120,Отменен,agliskov,2024-10-15 09:25:59
121,Ожидает обработки,ymosyagina,2025-01-19 06:59:44
121,В работе,ymosyagina,2025-01-19 08:03:07
121,В разработке,ymosyagina,2025-01-19 08:59:02
121,В разработке,dnoosan,2025-01-19 09:31:33
121,Ожидается ответ пользователя,mburuhin,2025-01-19 10:29:20
121,Выполнено,nikiforovaana,2025-01-19 11:15:15
122,Ожидает обработки,msharova,2024-11-19 12:53:18
122,В работе,msharova,2024-11-19 13:49:14
122,На согласовании,msharova,2024-11-19 15:05:02
122,Отменен,msharova,2024-11-19 16:25:59
123,Ожидает обработки,mburuhin,2024-12-10 07:13:15
123,В работе,mburuhin,2024-12-10 13:48:30
123,В работе,mburuhin,2024-12-10 20:05:16
123,На согласовании,agliskov,2024-12-11 03:41:13
123,Ожидается ответ пользователя,mburuhin,2024-12-11 07:58:38
123,Выполнено,rkarvenov,2024-12-11 13:18:34
124,Ожидает обработки,asayfuddinov,2024-10-09 20:59:49
124,В работе,asayfuddinov,2024-10-09 22:01:28
124,Ожидается ответ пользователя,asayfuddinov,2024-10-09 23:02:16
124,Ожидается ответ пользователя,asayfuddinov,2024-10-10 02:24:24
124,Выполнено,asayfuddinov,2024-10-10 03:55:03
125,Ожидает обработки,aplyukhina,2024-12-24 10:15:26
125,В работе,aplyukhina,2024-12-24 11:12:51
125,В разработке,nikiforovaana,2024-12-24 12:18:32
125,В работе,rkarvenov,2024-12-24 13:34:26
125,Ожидается ответ пользователя,dnoosan,2024-12-24 14:25:15
125,Отменен,dnoosan,2024-12-24 15:32:15
126,Ожидает обработки,agliskov,2024-11-05 13:26:13
126,В работе,agliskov,2024-11-05 17:29:26
126,В работе,agliskov,2024-11-05 20:41:15
126,На согласовании,agliskov,2024-11-06 01:12:55
126,Отменен,agliskov,2024-11-06 05:02:03
127,Ожидает обработки,ymosyagina,2025-02-14 20:12:39
127,В работе,ymosyagina,2025-02-15 05:14:56
127,Ожидается ответ пользователя,aplyukhina,2025-02-15 11:18:28
127,Ожидается ответ пользователя,rkarvenov,2025-02-15 18:09:40
127,Ожидается ответ пользователя,ymosyagina,2025-02-15 22:04:36
127,В разработке,ymosyagina,2025-02-16 03:35:16
127,Выполнено,ymosyagina,2025-02-16 14:01:13
128,Ожидает обработки,alesushkov,2024-10-15 06:20:40
128,В работе,msharova,2024-10-15 09:48:10
128,На согласовании,alesushkov,2024-10-15 11:04:27
128,В разработке,alesushkov,2024-10-15 13:32:12
128,Выполнено,nikiforovaana,2024-10-15 16:53:19
129,Ожидает обработки,dnoosan,2024-10-23 02:20:49
129,В работе,dnoosan,2024-10-23 05:00:42
129,В разработке,dnoosan,2024-10-23 10:30:31
129,Ожидается ответ пользователя,nikiforovaana,2024-10-23 13:00:12
129,Отменен,dnoosan,2024-10-23 18:45:46
130,Ожидает обработки,aplyukhina,2024-10-21 21:56:43
130,В работе,agliskov,2024-10-21 23:51:37
130,На согласовании,aplyukhina,2024-10-22 01:29:55
130,Ожидается ответ пользователя,aplyukhina,2024-10-22 04:10:29
130,Выполнено,aplyukhina,2024-10-22 06:27:29
131,Ожидает обработки,nikiforovaana,2024-11-03 08:21:34
131,В работе,nikiforovaana,2024-11-03 14:22:03
131,В разработке,nikiforovaana,2024-11-03 21:43:45
131,На согласовании,dnoosan,2024-11-04 02:08:25
131,Отменен,alesushkov,2024-11-04 04:51:09
132,Ожидает обработки,mburuhin,2024-11-17 15:59:14
132,В работе,aplyukhina,2024-11-17 16:52:48
132,Ожидается ответ пользователя,dnoosan,2024-11-17 17:58:21
132,В разработке,mburuhin,2024-11-17 18:54:12
132,Отменен,mburuhin,2024-11-17 19:44:11
133,Ожидает обработки,msharova,2025-02-20 05:36:02
133,В работе,asayfuddinov,2025-02-20 08:11:41
133,На согласовании,agliskov,2025-02-20 10:30:23
133,В разработке,asayfuddinov,2025-02-20 16:39:11
133,Отменен,alesushkov,2025-02-20 19:00:45
134,Ожидает обработки,nikiforovaana,2025-01-15 20:06:04
134,В работе,nikiforovaana,2025-01-15 23:13:33
134,В работе,nikiforovaana,2025-01-16 03:22:15
134,Ожидается ответ пользователя,nikiforovaana,2025-01-16 05:54:42
134,Ожидается ответ пользователя,asayfuddinov,2025-01-16 07:41:01
134,Отменен,nikiforovaana,2025-01-16 10:31:56
135,Ожидает обработки,nikiforovaana,2025-01-25 23:06:36
135,В работе,nikiforovaana,2025-01-26 02:27:51
135,На согласовании,nikiforovaana,2025-01-26 06:35:55
135,В работе,nikiforovaana,2025-01-26 08:46:15
135,В работе,nikiforovaana,2025-01-26 12:21:49
135,Отменен,alesushkov,2025-01-26 15:29:29
136,Ожидает обработки,nikiforovaana,2024-12-03 08:51:04
136,В работе,rkarvenov,2024-12-03 12:14:53
136,Ожидается ответ пользователя,rkarvenov,2024-12-03 16:47:24
136,Выполнено,nikiforovaana,2024-12-03 19:32:28
137,Ожидает обработки,agliskov,2024-11-29 03:50:08
137,В работе,msharova,2024-11-29 06:53:14
137,На согласовании,dnoosan,2024-11-29 11:52:58
137,Отменен,agliskov,2024-11-29 15:37:04
138,Ожидает обработки,aplyukhina,2024-12-09 10:38:48
138,В работе,aplyukhina,2024-12-09 13:10:30
138,На согласовании,aplyukhina,2024-12-09 15:29:14
138,Отменен,aplyukhina,2024-12-09 17:17:19
139,Ожидает обработки,nikiforovaana,2025-01-17 09:43:24
139,В работе,nikiforovaana,2025-01-17 16:58:06
139,На согласовании,nikiforovaana,2025-01-17 22:33:12
139,В разработке,nikiforovaana,2025-01-18 10:08:57
139,В разработке,mburuhin,2025-01-18 14:36:42
139,Отменен,nikiforovaana,2025-01-18 23:12:07
140,Ожидает обработки,alesushkov,2025-02-11 19:59:53
140,В работе,agliskov,2025-02-11 23:05:14
140,В работе,alesushkov,2025-02-12 08:46:41
140,На согласовании,alesushkov,2025-02-12 17:40:04
140,На согласовании,alesushkov,2025-02-13 04:01:30
140,На согласовании,alesushkov,2025-02-13 15:17:25
140,Отменен,nikiforovaana,2025-02-13 20:06:36
141,Ожидает обработки,aplyukhina,2025-01-24 16:40:10
141,В работе,alesushkov,2025-01-24 19:06:01
141,В разработке,aplyukhina,2025-01-24 20:15:34
141,В разработке,aplyukhina,2025-01-24 21:19:27
141,В разработке,agliskov,2025-01-24 23:47:40
141,Выполнено,aplyukhina,2025-01-25 02:18:32
142,Ожидает обработки,rkarvenov,2024-10-25 12:17:07
142,В работе,rkarvenov,2024-10-25 13:25:09
142,На согласовании,rkarvenov,2024-10-25 17:12:36
142,На согласовании,rkarvenov,2024-10-25 18:35:11
142,В разработке,rkarvenov,2024-10-25 20:37:25
142,Ожидается ответ пользователя,rkarvenov,2024-10-25 23:22:53
142,Отменен,rkarvenov,2024-10-26 02:14:03
143,Ожидает обработки,dnoosan,2024-11-18 00:50:39
143,В работе,dnoosan,2024-11-18 05:47:56
143,На согласовании,dnoosan,2024-11-18 10:34:19
143,В разработке,dnoosan,2024-11-18 14:13:16
143,Выполнено,dnoosan,2024-11-18 17:43:03
144,Ожидает обработки,alesushkov,2025-02-19 16:50:39
144,В работе,alesushkov,2025-02-19 18:33:45
144,В работе,rkarvenov,2025-02-19 20:51:14
144,Ожидается ответ пользователя,aplyukhina,2025-02-20 00:01:26
144,Выполнено,asayfuddinov,2025-02-20 01:11:18
145,Ожидает обработки,dnoosan,2025-01-31 09:03:05
145,В работе,dnoosan,2025-01-31 16:36:03
145,В работе,dnoosan,2025-02-01 07:19:43
145,Отменен,msharova,2025-02-01 15:39:28
146,Ожидает обработки,agliskov,2024-11-08 21:49:25
146,В работе,agliskov,2024-11-09 03:35:54
146,В разработке,agliskov,2024-11-09 15:02:35
146,Выполнено,rkarvenov,2024-11-10 05:09:20
147,Ожидает обработки,alesushkov,2024-10-02 08:57:26
147,В работе,alesushkov,2024-10-02 13:32:57
147,На согласовании,rkarvenov,2024-10-02 17:01:28
147,В разработке,alesushkov,2024-10-02 19:22:55
147,Ожидается ответ пользователя,asayfuddinov,2024-10-02 21:37:50
147,Отменен,alesushkov,2024-10-02 23:43:59
148,Ожидает обработки,rkarvenov,2025-01-19 21:43:20
148,В работе,ymosyagina,2025-01-20 00:24:27
148,На согласовании,rkarvenov,2025-01-20 09:37:22
148,На согласовании,rkarvenov,2025-01-20 17:28:01
148,Отменен,rkarvenov,2025-01-21 00:56:14
149,Ожидает обработки,asayfuddinov,2025-02-14 15:46:05
149,В работе,asayfuddinov,2025-02-15 02:39:48
149,В работе,ymosyagina,2025-02-15 16:03:00
149,Ожидается ответ пользователя,dnoosan,2025-02-15 23:25:29
149,Ожидается ответ пользователя,asayfuddinov,2025-02-16 11:05:52
149,Выполнено,asayfuddinov,2025-02-17 01:38:30
150,Ожидает обработки,msharova,2025-01-23 09:21:04
150,В работе,msharova,2025-01-23 19:05:48
150,В работе,msharova,2025-01-23 23:47:50
150,Отменен,msharova,2025-01-24 05:52:25
151,Ожидает обработки,dnoosan,2024-10-12 17:58:25
151,В работе,rkarvenov,2024-10-12 21:56:37
151,Ожидается ответ пользователя,dnoosan,2024-10-13 01:58:17
151,Отменен,agliskov,2024-10-13 06:41:40
152,Ожидает обработки,rkarvenov,2024-12-10 17:14:10
152,В работе,rkarvenov,2024-12-10 19:25:20
152,На согласовании,nikiforovaana,2024-12-10 21:51:52
152,Ожидается ответ пользователя,rkarvenov,2024-12-11 00:43:41
152,Выполнено,rkarvenov,2024-12-11 04:25:36
153,Ожидает обработки,aplyukhina,2024-12-25 17:12:59
153,В работе,aplyukhina,2024-12-25 17:41:52
153,На согласовании,aplyukhina,2024-12-25 18:43:11
153,На согласовании,aplyukhina,2024-12-25 19:07:19
153,На согласовании,asayfuddinov,2024-12-25 19:58:47
153,В разработке,aplyukhina,2024-12-25 21:01:07
153,Выполнено,aplyukhina,2024-12-25 21:21:17
153,В работе,alesushkov,2024-12-25 22:27:31
153,В работе,aplyukhina,2024-12-25 22:58:20
153,Ожидается ответ пользователя,ymosyagina,2024-12-25 23:55:39
153,Выполнено,aplyukhina,2024-12-26 01:03:09
154,Ожидает обработки,nikiforovaana,2024-12-12 01:20:46
154,В работе,nikiforovaana,2024-12-12 11:42:21
154,В работе,nikiforovaana,2024-12-12 19:47:02
154,В разработке,nikiforovaana,2024-12-13 04:21:17
154,В разработке,nikiforovaana,2024-12-13 09:32:05
154,Ожидается ответ пользователя,nikiforovaana,2024-12-13 20:18:34
154,Выполнено,nikiforovaana,2024-12-14 06:42:02
155,Ожидает обработки,alesushkov,2025-01-25 10:01:10
155,В работе,dnoosan,2025-01-25 15:36:54
155,Ожидается ответ пользователя,agliskov,2025-01-26 02:37:16
155,В работе,alesushkov,2025-01-26 13:29:13
155,Ожидается ответ пользователя,alesushkov,2025-01-27 00:17:01
155,Выполнено,aplyukhina,2025-01-27 09:22:20
156,Ожидает обработки,msharova,2025-01-14 17:38:15
156,В работе,rkarvenov,2025-01-14 20:46:36
156,В разработке,msharova,2025-01-15 06:02:41
156,Ожидается ответ пользователя,msharova,2025-01-15 10:03:59
156,В работе,msharova,2025-01-15 19:47:35
156,Выполнено,dnoosan,2025-01-16 01:34:26
157,Ожидает обработки,aplyukhina,2024-10-14 17:31:52
157,В работе,aplyukhina,2024-10-14 23:11:57
157,На согласовании,ymosyagina,2024-10-15 02:23:11
157,Отменен,aplyukhina,2024-10-15 05:49:30
158,Ожидает обработки,rkarvenov,2025-01-08 09:37:28
158,В работе,rkarvenov,2025-01-08 12:17:21
158,В работе,rkarvenov,2025-01-08 13:56:40
158,В разработке,rkarvenov,2025-01-08 14:49:51
158,Выполнено,rkarvenov,2025-01-08 16:41:25
159,Ожидает обработки,dnoosan,2024-11-15 21:27:02
159,В работе,asayfuddinov,2024-11-16 01:07:56
159,На согласовании,dnoosan,2024-11-16 09:06:24
159,В разработке,dnoosan,2024-11-16 15:49:59
159,На согласовании,dnoosan,2024-11-16 21:31:51
159,Отменен,aplyukhina,2024-11-17 01:29:50
160,Ожидает обработки,alesushkov,2025-02-11 03:48:22
160,В работе,ymosyagina,2025-02-11 14:20:24
160,На согласовании,alesushkov,2025-02-11 18:42:16
160,Ожидается ответ пользователя,alesushkov,2025-02-12 07:07:19
160,Ожидается ответ пользователя,alesushkov,2025-02-12 20:41:52
160,Ожидается ответ пользователя,alesushkov,2025-02-13 04:48:59
160,Отменен,alesushkov,2025-02-13 11:27:53
161,Ожидает обработки,nikiforovaana,2024-10-15 00:56:29
161,В работе,nikiforovaana,2024-10-15 06:06:10
161,В разработке,nikiforovaana,2024-10-15 18:34:37
161,В разработке,nikiforovaana,2024-10-16 00:58:17
161,На согласовании,rkarvenov,2024-10-16 08:36:20
161,Выполнено,nikiforovaana,2024-10-16 18:49:58
162,Ожидает обработки,rkarvenov,2024-11-05 09:33:21
162,В работе,rkarvenov,2024-11-05 14:47:08
162,В работе,rkarvenov,2024-11-05 23:38:54
162,В разработке,rkarvenov,2024-11-06 02:42:58
162,На согласовании,rkarvenov,2024-11-06 07:59:54
162,В разработке,rkarvenov,2024-11-06 17:28:05
162,Выполнено,rkarvenov,2024-11-07 01:17:48
163,Ожидает обработки,agliskov,2024-12-31 11:14:55
163,В работе,agliskov,2024-12-31 12:14:00
163,На согласовании,asayfuddinov,2024-12-31 14:23:55
163,Отменен,rkarvenov,2024-12-31 17:20:37
164,Ожидает обработки,alesushkov,2025-01-09 05:52:20
164,В работе,nikiforovaana,2025-01-09 11:44:29
164,На согласовании,alesushkov,2025-01-09 21:04:33
164,На согласовании,alesushkov,2025-01-10 03:04:34
164,Ожидается ответ пользователя,alesushkov,2025-01-10 11:36:01
164,Отменен,alesushkov,2025-01-10 14:56:06
165,Ожидает обработки,mburuhin,2025-01-30 22:20:34
165,В работе,alesushkov,2025-01-31 01:05:06
165,В работе,mburuhin,2025-01-31 03:21:16
165,Ожидается ответ пользователя,mburuhin,2025-01-31 05:53:28
165,Отменен,agliskov,2025-01-31 09:53:04
166,Ожидает обработки,msharova,2024-12-01 09:40:09
166,В работе,aplyukhina,2024-12-01 14:16:46
166,В разработке,msharova,2024-12-01 21:38:21
166,В работе,msharova,2024-12-02 05:31:16
166,В разработке,nikiforovaana,2024-12-02 10:41:23
166,Выполнено,msharova,2024-12-02 13:26:54
167,Ожидает обработки,dnoosan,2024-10-30 17:22:52
167,В работе,rkarvenov,2024-10-31 00:49:02
167,Ожидается ответ пользователя,dnoosan,2024-10-31 05:23:32
167,На согласовании,dnoosan,2024-10-31 15:29:13
167,Выполнено,dnoosan,2024-10-31 18:56:24
168,Ожидает обработки,aplyukhina,2025-01-11 10:45:42
168,В работе,ymosyagina,2025-01-11 22:43:17
168,Ожидается ответ пользователя,rkarvenov,2025-01-12 09:00:53
168,В разработке,aplyukhina,2025-01-12 13:33:57
168,Отменен,aplyukhina,2025-01-12 20:47:23
169,Ожидает обработки,asayfuddinov,2025-01-26 20:17:57
169,В работе,ymosyagina,2025-01-26 21:45:58
169,В работе,asayfuddinov,2025-01-27 00:31:12
169,Ожидается ответ пользователя,asayfuddinov,2025-01-27 03:00:56
169,Отменен,asayfuddinov,2025-01-27 04:19:41
170,Ожидает обработки,nikiforovaana,2025-02-16 19:25:16
170,В работе,nikiforovaana,2025-02-17 01:21:10
170,Ожидается ответ пользователя,mburuhin,2025-02-17 03:30:16
170,В работе,nikiforovaana,2025-02-17 08:29:30
170,Отменен,nikiforovaana,2025-02-17 10:46:35
171,Ожидает обработки,agliskov,2025-02-08 07:52:45
171,В работе,agliskov,2025-02-08 10:51:25
171,В работе,agliskov,2025-02-08 14:03:52
171,В разработке,agliskov,2025-02-08 16:15:19
171,На согласовании,agliskov,2025-02-08 20:21:53
171,Выполнено,mburuhin,2025-02-08 22:19:37
172,Ожидает обработки,alesushkov,2025-02-23 22:27:34
172,В работе,alesushkov,2025-02-24 06:38:20
172,Ожидается ответ пользователя,alesushkov,2025-02-24 10:49:22
172,Ожидается ответ пользователя,asayfuddinov,2025-02-24 17:17:06
172,На согласовании,alesushkov,2025-02-25 01:06:13
172,В работе,alesushkov,2025-02-25 11:13:30
172,Выполнено,alesushkov,2025-02-25 14:55:06
173,Ожидает обработки,rkarvenov,2024-11-09 09:13:38
173,В работе,rkarvenov,2024-11-09 18:35:27
173,В разработке,rkarvenov,2024-11-10 08:48:38
173,В разработке,ymosyagina,2024-11-10 21:32:18
173,Выполнено,rkarvenov,2024-11-11 11:52:25
174,Ожидает обработки,msharova,2024-11-26 13:23:57
174,В работе,ymosyagina,2024-11-26 15:14:36
174,В разработке,msharova,2024-11-26 16:46:10
174,Выполнено,msharova,2024-11-26 18:55:09
175,Ожидает обработки,nikiforovaana,2024-12-17 10:42:19
175,В работе,rkarvenov,2024-12-17 19:55:21
175,В разработке,alesushkov,2024-12-18 02:49:28
175,Ожидается ответ пользователя,nikiforovaana,2024-12-18 07:43:26
175,Отменен,nikiforovaana,2024-12-18 14:48:02
176,Ожидает обработки,ymosyagina,2024-12-17 04:20:29
176,В работе,ymosyagina,2024-12-17 08:00:03
176,На согласовании,dnoosan,2024-12-17 13:02:40
176,Ожидается ответ пользователя,ymosyagina,2024-12-17 20:03:24
176,Выполнено,ymosyagina,2024-12-18 03:11:18
177,Ожидает обработки,asayfuddinov,2024-12-18 12:39:53
177,В работе,asayfuddinov,2024-12-18 14:05:17
177,В работе,asayfuddinov,2024-12-18 16:28:23
177,На согласовании,agliskov,2024-12-18 18:56:24
177,В разработке,asayfuddinov,2024-12-18 20:08:18
177,На согласовании,asayfuddinov,2024-12-18 22:21:21
177,Отменен,asayfuddinov,2024-12-18 23:34:13
178,Ожидает обработки,ymosyagina,2024-10-17 04:05:35
178,В работе,ymosyagina,2024-10-17 08:08:14
178,В разработке,ymosyagina,2024-10-17 13:07:00
178,Отменен,ymosyagina,2024-10-17 15:34:15
179,Ожидает обработки,agliskov,2025-01-23 04:33:19
179,В работе,agliskov,2025-01-23 12:20:53
179,В разработке,dnoosan,2025-01-24 01:02:36
179,В разработке,agliskov,2025-01-24 09:48:39
179,В разработке,agliskov,2025-01-24 19:57:17
179,На согласовании,dnoosan,2025-01-25 06:52:24
179,Отменен,agliskov,2025-01-25 19:25:50
180,Ожидает обработки,aplyukhina,2025-01-12 02:16:51
180,В работе,ymosyagina,2025-01-12 05:54:19
180,В работе,aplyukhina,2025-01-12 09:00:51
180,Ожидается ответ пользователя,aplyukhina,2025-01-12 12:04:47
