,ticket_id,ticket_name,created_date,resolved_date,first_status,last_status,first_assignee,last_assignee,priority,tag,sla_hours
179,180,SD-911_6000180,2024-12-11 11:53:36,2024-12-11 15:53:36,Ожидает обработки,В работу,asayfuddinov,mburuhin,P3,oe_inventory,72
180,181,SD-911_6000181,2025-01-06 09:26:40,2025-01-06 13:26:40,Ожидает обработки,В работу,agliskov,agliskov,P2,oe_rsp,24
181,182,SD-911_6000182,2025-01-30 17:14:13,2025-02-02 20:14:13,Ожидает обработки,В работу,msharova,dnoosan,P3,oe_move_fresh_to_wms,72
182,183,SD-911_6000183,2024-12-05 02:30:30,2024-12-05 06:30:30,Ожидает обработки,В работу,aplyukhina,aplyukhina,P2,oe_cargo,24
183,184,SD-911_6000184,2024-10-11 20:46:57,2024-10-20 15:46:57,Ожидает обработки,В работу,rkarvenov,alesushkov,P4,oe_datafix,168
184,185,SD-911_6000185,2024-10-27 16:30:18,2024-10-27 18:30:18,Ожидает обработки,В работу,alesushkov,alesushkov,P4,oe_inventory,168
185,186,SD-911_6000186,2024-12-07 14:00:52,2024-12-08 17:00:52,Ожидает обработки,В работу,nikiforovaana,msharova,P2,oe_inventory,24
186,187,SD-911_6000187,2024-10-11 18:07:06,2024-10-11 20:07:06,Ожидает обработки,В работу,aplyukhina,asayfuddinov,P1,oe_datafix,2
187,188,SD-911_6000188,2024-10-17 20:17:31,2024-10-18 06:17:31,Ожидает обработки,В работу,msharova,ymosyagina,P4,oe_rsp,168
188,189,SD-911_6000189,2025-01-27 00:55:45,2025-01-27 02:55:45,Ожидает обработки,Отменен,ymosyagina,ymosyagina,P2,oe_returns,24
189,190,SD-911_6000190,2024-11-02 21:19:16,2024-11-03 01:19:16,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P3,oe_posting_pushing,72
190,191,SD-911_6000191,2025-01-17 14:27:29,2025-01-18 00:27:29,Ожидает обработки,Отменен,rkarvenov,rkarvenov,P5,oe_inventory,720
191,192,SD-911_6000192,2025-01-11 06:55:00,2025-01-11 08:55:00,Ожидает обработки,В работу,msharova,dnoosan,P2,oe_rsp,24
192,193,SD-911_6000193,2024-12-10 00:09:05,2024-12-10 03:09:05,Ожидает обработки,В работу,dnoosan,dnoosan,P5,oe_posting_problem,720
193,194,SD-911_6000194,2024-11-11 21:36:18,2024-11-12 01:36:18,Ожидает обработки,В работу,ymosyagina,ymosyagina,P4,oe_inventory,168
194,195,SD-911_6000195,2025-01-03 18:31:55,2025-01-03 22:31:55,Ожидает обработки,В работу,msharova,msharova,P2,oe_posting_problem,24
195,196,SD-911_6000196,2025-01-12 14:21:13,2025-01-12 17:21:13,Ожидает обработки,В работу,mburuhin,asayfuddinov,P2,oe_move_fresh_to_fresh,24
196,197,SD-911_6000197,2024-12-01 17:24:53,2024-12-12 08:24:53,Ожидает обработки,В работу,alesushkov,ymosyagina,P4,oe_consig_asgard,168
197,198,SD-911_6000198,2024-11-27 18:19:39,2024-12-01 05:19:39,Ожидает обработки,Отменен,rkarvenov,rkarvenov,P3,oe_inventory,72
198,199,SD-911_6000199,2025-01-08 07:43:51,2025-01-11 17:43:51,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P3,oe_rsp,72
199,200,SD-911_6000200,2024-11-28 23:36:03,2024-11-29 06:36:03,Ожидает обработки,В работу,aplyukhina,aplyukhina,P3,oe_cargo,72
200,201,SD-911_6000201,2024-10-03 03:21:25,2024-10-05 05:21:25,Ожидает обработки,В работу,nikiforovaana,rkarvenov,P3,oe_posting_problem,72
201,202,SD-911_6000202,2024-12-28 13:29:54,2024-12-28 16:29:54,Ожидает обработки,В работу,rkarvenov,rkarvenov,P4,oe_notcorrect,168
202,203,SD-911_6000203,2024-10-19 05:26:52,2024-10-19 09:26:52,Ожидает обработки,В работу,agliskov,agliskov,P3,oe_returns,72
203,204,SD-911_6000204,2024-12-24 15:41:57,2024-12-24 20:41:57,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P3,oe_notcorrect,72
204,205,SD-911_6000205,2024-11-10 09:04:36,2024-11-10 12:04:36,Ожидает обработки,В работу,aplyukhina,aplyukhina,P4,oe_datafix,168
205,206,SD-911_6000206,2024-11-25 03:43:16,2024-11-25 09:43:16,Ожидает обработки,В работу,aplyukhina,rkarvenov,P3,oe_consig,72
206,207,SD-911_6000207,2025-01-29 07:38:59,2025-01-29 08:38:59,Ожидает обработки,В работу,alesushkov,alesushkov,P2,oe_datafix,24
207,208,SD-911_6000208,2024-10-25 01:43:34,2024-10-27 14:43:34,Ожидает обработки,Отменен,ymosyagina,asayfuddinov,P4,oe_returns,168
208,209,SD-911_6000209,2024-10-03 00:15:02,2024-10-03 02:15:02,Ожидает обработки,В работу,alesushkov,alesushkov,P4,oe_consig,168
209,210,SD-911_6000210,2025-01-23 15:56:53,2025-01-23 20:56:53,Ожидает обработки,В работу,agliskov,ymosyagina,P5,oe_cargo,720
210,211,SD-911_6000211,2025-01-12 08:49:23,2025-01-12 20:49:23,Ожидает обработки,В работу,asayfuddinov,alesushkov,P4,oe_posting_problem,168
211,212,SD-911_6000212,2024-12-18 06:17:36,2024-12-18 08:17:36,Ожидает обработки,Отменен,rkarvenov,rkarvenov,P2,oe_posting_problem,24
212,213,SD-911_6000213,2024-11-18 03:29:23,2024-11-18 14:29:23,Ожидает обработки,В работу,rkarvenov,rkarvenov,P4,oe_returns,168
213,214,SD-911_6000214,2024-12-26 21:21:37,2024-12-27 07:21:37,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P4,oe_inventory,168
214,215,SD-911_6000215,2024-10-14 11:59:05,2024-10-14 23:59:05,Ожидает обработки,В работу,asayfuddinov,msharova,P5,oe_incident_bo,720
215,216,SD-911_6000216,2024-12-24 23:09:08,2024-12-25 02:09:08,Ожидает обработки,В работу,agliskov,agliskov,P4,oe_notcorrect,168
216,217,SD-911_6000217,2024-11-12 17:38:48,2024-11-12 19:38:48,Ожидает обработки,В работу,mburuhin,mburuhin,P3,oe_consig,72
217,218,SD-911_6000218,2024-11-11 11:52:53,2024-11-15 00:52:53,Ожидает обработки,Выполнено,dnoosan,dnoosan,P2,oe_kiz,24
218,219,SD-911_6000219,2024-12-27 22:07:56,2024-12-28 05:07:56,Ожидает обработки,В работу,aplyukhina,aplyukhina,P3,oe_returns,72
219,220,SD-911_6000220,2025-01-30 05:01:24,2025-01-30 10:01:24,Ожидает обработки,В работу,mburuhin,mburuhin,P3,oe_rsp,72
220,221,SD-911_6000221,2024-12-11 06:23:54,2024-12-11 13:23:54,Ожидает обработки,В работу,mburuhin,mburuhin,P5,oe_posting_pushing,720
221,222,SD-911_6000222,2025-01-06 10:12:23,2025-01-06 13:12:23,Ожидает обработки,В работу,aplyukhina,nikiforovaana,P3,oe_datafix,72
222,223,SD-911_6000223,2024-12-03 14:58:46,2024-12-06 18:58:46,Ожидает обработки,В работу,dnoosan,dnoosan,P4,oe_posting_problem,168
223,224,SD-911_6000224,2024-12-27 10:06:18,2024-12-27 18:06:18,Ожидает обработки,В работу,dnoosan,dnoosan,P5,oe_inventory,720
224,225,SD-911_6000225,2024-10-13 13:13:40,2024-10-13 15:13:40,Ожидает обработки,В работу,dnoosan,dnoosan,P1,oe_returns,2
225,226,SD-911_6000226,2024-11-02 20:06:14,2024-11-02 22:06:14,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P2,oe_posting_problem,24
226,227,SD-911_6000227,2024-12-25 14:26:19,2024-12-25 18:26:19,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P2,oe_synk,24
227,228,SD-911_6000228,2025-01-20 16:56:51,2025-01-20 17:56:51,Ожидает обработки,В работу,aplyukhina,ymosyagina,P4,oe_notcorrect,168
228,229,SD-911_6000229,2024-12-07 08:10:24,2024-12-07 12:10:24,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P3,oe_posting_problem,72
229,230,SD-911_6000230,2024-12-14 02:05:02,2024-12-14 13:05:02,Ожидает обработки,В работу,aplyukhina,aplyukhina,P4,oe_returns,168
230,231,SD-911_6000231,2024-11-27 07:37:44,2024-11-28 16:37:44,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P2,oe_synk,24
231,232,SD-911_6000232,2024-12-09 20:46:46,2024-12-09 21:46:46,Ожидает обработки,В работу,rkarvenov,rkarvenov,P4,oe_consig,168
232,233,SD-911_6000233,2024-12-13 11:12:37,2024-12-13 14:12:37,Ожидает обработки,В работу,dnoosan,dnoosan,P2,oe_synk,24
233,234,SD-911_6000234,2025-01-29 16:50:42,2025-01-31 18:50:42,Ожидает обработки,В работу,alesushkov,ymosyagina,P3,oe_returns,72
234,235,SD-911_6000235,2024-10-10 00:45:10,2024-10-14 02:45:10,Ожидает обработки,В работу,aplyukhina,rkarvenov,P2,oe_cargo,24
235,236,SD-911_6000236,2024-12-15 04:36:39,2024-12-15 14:36:39,Ожидает обработки,В работу,agliskov,agliskov,P4,oe_inventory,168
236,237,SD-911_6000237,2024-12-19 21:12:55,2024-12-19 22:12:55,Ожидает обработки,В работу,alesushkov,alesushkov,P1,oe_returns,2
237,238,SD-911_6000238,2025-01-14 11:18:24,2025-01-14 14:18:24,Ожидает обработки,В работу,dnoosan,alesushkov,P3,oe_posting_pushing,72
238,239,SD-911_6000239,2024-11-08 22:03:39,2024-11-09 00:03:39,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P3,oe_synk,72
239,240,SD-911_6000240,2025-01-18 02:55:51,2025-01-21 03:55:51,Ожидает обработки,Отменен,alesushkov,mburuhin,P3,oe_rsp,72
240,241,SD-911_6000241,2024-10-28 16:47:22,2024-10-28 19:47:22,Ожидает обработки,В работу,alesushkov,alesushkov,P3,oe_consig,72
241,242,SD-911_6000242,2025-01-18 04:05:29,2025-01-21 02:05:29,Ожидает обработки,В работу,rkarvenov,mburuhin,P2,oe_posting_pushing,24
242,243,SD-911_6000243,2024-10-08 16:09:32,2024-10-09 07:09:32,Ожидает обработки,В работу,dnoosan,dnoosan,P5,oe_move_fresh_to_fresh,720
243,244,SD-911_6000244,2024-12-25 10:05:59,2024-12-27 03:05:59,Ожидает обработки,В работу,alesushkov,asayfuddinov,P3,oe_inventory,72
244,245,SD-911_6000245,2025-01-27 20:09:44,2025-01-27 23:09:44,Ожидает обработки,В работу,ymosyagina,ymosyagina,P2,oe_returns,24
245,246,SD-911_6000246,2024-12-03 02:06:45,2024-12-11 16:06:45,Ожидает обработки,Отменен,mburuhin,mburuhin,P4,oe_inventory,168
246,247,SD-911_6000247,2025-01-14 21:34:43,2025-01-15 09:34:43,Ожидает обработки,В работу,agliskov,agliskov,P4,oe_posting_pushing,168
247,248,SD-911_6000248,2024-12-09 23:55:27,2024-12-18 00:55:27,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P4,oe_returns,168
248,249,SD-911_6000249,2024-10-29 21:01:28,2024-10-31 05:01:28,Ожидает обработки,В работу,dnoosan,rkarvenov,P1,oe_returns,2
249,250,SD-911_6000250,2024-11-28 10:08:22,2024-11-28 11:08:22,Ожидает обработки,В работу,agliskov,agliskov,P2,oe_posting_problem,24
250,251,SD-911_6000251,2024-11-09 19:30:32,2024-11-10 07:30:32,Ожидает обработки,В работу,alesushkov,alesushkov,P4,oe_inventory,168
251,252,SD-911_6000252,2024-12-20 21:46:38,2024-12-21 01:46:38,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P3,oe_cargo,72
252,253,SD-911_6000253,2025-01-24 08:44:07,2025-01-24 15:44:07,Ожидает обработки,В работу,nikiforovaana,ymosyagina,P5,oe_notcorrect,720
253,254,SD-911_6000254,2024-11-14 00:42:06,2024-11-14 01:42:06,Ожидает обработки,В работу,nikiforovaana,msharova,P3,oe_returns,72
254,255,SD-911_6000255,2024-10-24 00:39:21,2024-10-24 06:39:21,Ожидает обработки,В работу,msharova,asayfuddinov,P3,oe_move_fresh_to_fresh,72
255,256,SD-911_6000256,2024-10-21 07:27:48,2024-10-21 10:27:48,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P5,oe_synk,720
256,257,SD-911_6000257,2024-11-07 18:13:53,2024-11-07 23:13:53,Ожидает обработки,В работу,aplyukhina,aplyukhina,P4,oe_datafix,168
257,258,SD-911_6000258,2024-11-05 17:00:57,2024-11-05 20:00:57,Ожидает обработки,В работу,rkarvenov,rkarvenov,P2,oe_notcorrect,24
258,259,SD-911_6000259,2024-10-01 23:33:37,2024-10-02 00:33:37,Ожидает обработки,В работу,dnoosan,dnoosan,P2,oe_kiz,24
259,260,SD-911_6000260,2024-12-19 00:14:48,2024-12-23 15:14:48,Ожидает обработки,В работу,alesushkov,alesushkov,P3,oe_returns,72
260,261,SD-911_6000261,2024-12-21 02:54:07,2024-12-21 11:54:07,Ожидает обработки,Отменен,asayfuddinov,asayfuddinov,P4,oe_synk,168
261,262,SD-911_6000262,2024-12-22 19:05:15,2024-12-22 23:05:15,Ожидает обработки,Отменен,agliskov,agliskov,P2,oe_posting_problem,24
262,263,SD-911_6000263,2024-10-09 00:35:00,2024-10-09 02:35:00,Ожидает обработки,В работу,ymosyagina,nikiforovaana,P3,oe_consig_asgard,72
263,264,SD-911_6000264,2024-11-29 19:05:37,2024-11-29 21:05:37,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P3,oe_move_fresh_to_fresh,72
264,265,SD-911_6000265,2024-12-27 08:28:54,2025-01-04 20:28:54,Ожидает обработки,Отменен,dnoosan,dnoosan,P4,oe_kiz,168
265,266,SD-911_6000266,2025-01-01 05:38:58,2025-01-03 10:38:58,Ожидает обработки,В работу,ymosyagina,ymosyagina,P2,oe_rsp,24
266,267,SD-911_6000267,2024-10-22 22:23:15,2024-10-22 23:23:15,Ожидает обработки,В работу,dnoosan,dnoosan,P2,oe_returns,24
267,268,SD-911_6000268,2024-11-28 03:23:03,2024-12-09 04:23:03,Ожидает обработки,В работу,rkarvenov,ymosyagina,P5,oe_incident_bo,720
268,269,SD-911_6000269,2025-01-21 08:20:01,2025-01-21 12:20:01,Ожидает обработки,В работу,dnoosan,dnoosan,P3,oe_returns,72
269,270,SD-911_6000270,2024-10-28 19:57:19,2024-11-01 20:57:19,Ожидает обработки,В работу,msharova,msharova,P3,oe_consig,72
270,271,SD-911_6000271,2025-01-29 17:20:39,2025-01-30 03:20:39,Ожидает обработки,В работу,dnoosan,dnoosan,P4,oe_returns,168
271,272,SD-911_6000272,2024-11-03 17:25:33,2024-12-04 11:25:33,Ожидает обработки,Выполнено,msharova,mburuhin,P5,oe_inventory,720
272,273,SD-911_6000273,2025-01-03 13:12:02,2025-01-03 20:12:02,Ожидает обработки,В работу,alesushkov,asayfuddinov,P3,oe_datafix,72
273,274,SD-911_6000274,2024-11-02 13:12:24,2024-11-02 15:12:24,Ожидает обработки,В работу,nikiforovaana,asayfuddinov,P2,oe_kiz,24
274,275,SD-911_6000275,2024-10-12 03:22:02,2024-10-12 04:22:02,Ожидает обработки,В работу,rkarvenov,rkarvenov,P3,oe_inventory,72
275,276,SD-911_6000276,2025-01-07 13:03:16,2025-01-07 16:03:16,Ожидает обработки,Отменен,dnoosan,dnoosan,P3,oe_returns,72
276,277,SD-911_6000277,2024-10-08 16:40:07,2024-10-08 19:40:07,Ожидает обработки,В работу,agliskov,agliskov,P2,oe_move_fresh_to_fresh,24
277,278,SD-911_6000278,2025-01-11 01:38:21,2025-01-14 14:38:21,Ожидает обработки,В работу,rkarvenov,dnoosan,P3,oe_pldcs,72
278,279,SD-911_6000279,2024-10-30 00:06:42,2024-11-04 08:06:42,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P3,oe_cargo,72
279,280,SD-911_6000280,2024-12-08 20:07:23,2024-12-09 02:07:23,Ожидает обработки,В работу,aplyukhina,aplyukhina,P3,oe_cargo,72
280,281,SD-911_6000281,2025-01-24 02:23:20,2025-01-24 14:23:20,Ожидает обработки,Отменен,agliskov,agliskov,P4,oe_move_fresh_to_fresh,168
281,282,SD-911_6000282,2024-12-19 10:00:24,2024-12-22 18:00:24,Ожидает обработки,В работу,aplyukhina,msharova,P3,oe_returns,72
282,283,SD-911_6000283,2025-01-12 18:08:12,2025-01-20 12:08:12,Ожидает обработки,В работу,msharova,msharova,P4,oe_returns,168
283,284,SD-911_6000284,2025-01-09 03:06:35,2025-01-09 10:06:35,Ожидает обработки,В работу,alesushkov,alesushkov,P3,oe_datafix,72
284,285,SD-911_6000285,2024-12-21 03:35:36,2024-12-21 04:35:36,Ожидает обработки,В работу,asayfuddinov,nikiforovaana,P1,oe_synk,2
285,286,SD-911_6000286,2024-10-06 10:41:31,2024-10-07 23:41:31,Ожидает обработки,В работу,nikiforovaana,asayfuddinov,P2,oe_kiz,24
286,287,SD-911_6000287,2025-01-16 01:22:31,2025-01-16 04:22:31,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P3,oe_datafix,72
287,288,SD-911_6000288,2024-10-06 15:36:45,2024-10-07 02:36:45,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P4,oe_notcorrect,168
288,289,SD-911_6000289,2025-01-03 01:29:01,2025-01-03 08:29:01,Ожидает обработки,В работу,rkarvenov,rkarvenov,P3,oe_rsp,72
289,290,SD-911_6000290,2024-11-21 19:37:19,2024-11-22 00:37:19,Ожидает обработки,В работу,alesushkov,nikiforovaana,P3,oe_posting_problem,72
290,291,SD-911_6000291,2024-12-27 07:24:50,2024-12-29 04:24:50,Ожидает обработки,В работу,rkarvenov,rkarvenov,P1,oe_synk,2
291,292,SD-911_6000292,2024-11-13 21:48:41,2024-11-14 04:48:41,Ожидает обработки,В работу,nikiforovaana,asayfuddinov,P4,oe_synk,168
292,293,SD-911_6000293,2024-12-15 09:47:37,2024-12-15 17:47:37,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P4,oe_datafix,168
293,294,SD-911_6000294,2024-11-28 04:51:53,2024-11-28 11:51:53,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P3,oe_notcorrect,72
294,295,SD-911_6000295,2024-10-06 03:25:48,2024-10-06 09:25:48,Ожидает обработки,В работу,aplyukhina,agliskov,P5,oe_posting_pushing,720
295,296,SD-911_6000296,2024-11-22 07:22:24,2024-11-23 21:22:24,Ожидает обработки,Выполнено,dnoosan,mburuhin,P4,oe_returns,168
296,297,SD-911_6000297,2024-11-01 11:24:18,2024-11-08 11:24:18,Ожидает обработки,В работу,nikiforovaana,dnoosan,P4,oe_returns,168
297,298,SD-911_6000298,2024-12-04 08:49:22,2024-12-14 06:49:22,Ожидает обработки,Выполнено,nikiforovaana,nikiforovaana,P4,oe_posting_problem,168
298,299,SD-911_6000299,2024-10-28 15:23:51,2024-10-29 01:23:51,Ожидает обработки,В работу,dnoosan,dnoosan,P5,oe_cargo,720
299,300,SD-911_6000300,2025-01-21 10:40:22,2025-01-21 11:40:22,Ожидает обработки,В работу,agliskov,agliskov,P1,oe_posting_problem,2
300,301,SD-911_6000301,2024-12-20 02:45:45,2024-12-20 17:45:45,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P5,oe_move_fresh_to_wms,720
301,302,SD-911_6000302,2025-01-28 08:54:38,2025-01-28 14:54:38,Ожидает обработки,В работу,asayfuddinov,nikiforovaana,P3,oe_datafix,72
302,303,SD-911_6000303,2024-10-24 22:10:12,2024-10-28 03:10:12,Ожидает обработки,Отменен,ymosyagina,ymosyagina,P3,oe_returns,72
303,304,SD-911_6000304,2024-10-26 09:05:31,2024-10-26 12:05:31,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P2,oe_datafix,24
304,305,SD-911_6000305,2025-01-20 13:16:52,2025-01-26 09:16:52,Ожидает обработки,Выполнено,asayfuddinov,asayfuddinov,P3,oe_returns,72
305,306,SD-911_6000306,2024-12-29 05:34:47,2024-12-29 08:34:47,Ожидает обработки,В работу,ymosyagina,ymosyagina,P3,oe_inventory,72
306,307,SD-911_6000307,2024-10-31 18:20:50,2024-11-08 07:20:50,Ожидает обработки,В работу,agliskov,asayfuddinov,P4,oe_synk,168
307,308,SD-911_6000308,2024-11-07 18:17:08,2024-11-10 03:17:08,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P2,oe_datafix,24
308,309,SD-911_6000309,2024-10-03 10:17:11,2024-10-03 17:17:11,Ожидает обработки,Отменен,aplyukhina,aplyukhina,P3,oe_returns,72
309,310,SD-911_6000310,2024-12-22 07:39:27,2024-12-22 08:39:27,Ожидает обработки,В работу,mburuhin,mburuhin,P3,oe_consig,72
310,311,SD-911_6000311,2024-11-11 02:12:22,2024-11-11 06:12:22,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P4,oe_inventory,168
311,312,SD-911_6000312,2024-11-03 11:53:51,2024-11-03 19:53:51,Ожидает обработки,В работу,rkarvenov,rkarvenov,P4,oe_datafix,168
312,313,SD-911_6000313,2024-11-23 08:20:20,2024-11-23 09:20:20,Ожидает обработки,В работу,dnoosan,dnoosan,P3,oe_move_fresh_to_fresh,72
313,314,SD-911_6000314,2024-12-30 06:33:57,2024-12-30 07:33:57,Ожидает обработки,В работу,agliskov,agliskov,P4,oe_rsp,168
314,315,SD-911_6000315,2024-10-07 07:04:39,2024-10-07 08:04:39,Ожидает обработки,В работу,ymosyagina,alesushkov,P2,oe_datafix,24
315,316,SD-911_6000316,2024-11-20 07:01:49,2024-11-20 11:01:49,Ожидает обработки,В работу,msharova,msharova,P2,oe_rsp,24
316,317,SD-911_6000317,2024-11-11 23:38:49,2024-11-12 07:38:49,Ожидает обработки,Отменен,asayfuddinov,asayfuddinov,P4,oe_inventory,168
317,318,SD-911_6000318,2024-10-10 14:18:07,2024-10-10 20:18:07,Ожидает обработки,В работу,alesushkov,rkarvenov,P4,oe_rsp,168
318,319,SD-911_6000319,2024-12-12 03:05:18,2024-12-12 04:05:18,Ожидает обработки,В работу,dnoosan,dnoosan,P1,oe_notcorrect,2
319,320,SD-911_6000320,2024-10-13 05:07:40,2024-10-13 12:07:40,Ожидает обработки,В работу,nikiforovaana,rkarvenov,P4,oe_incident_bo,168
320,321,SD-911_6000321,2024-12-31 22:29:23,2025-01-01 02:29:23,Ожидает обработки,В работу,rkarvenov,agliskov,P2,oe_posting_problem,24
321,322,SD-911_6000322,2025-01-15 02:17:13,2025-01-20 06:17:13,Ожидает обработки,Отменен,msharova,asayfuddinov,P3,oe_notcorrect,72
322,323,SD-911_6000323,2024-10-13 04:40:47,2024-10-13 09:40:47,Ожидает обработки,В работу,mburuhin,msharova,P3,oe_notcorrect,72
323,324,SD-911_6000324,2025-01-27 07:43:00,2025-01-27 12:43:00,Ожидает обработки,В работу,agliskov,msharova,P3,oe_rsp,72
324,325,SD-911_6000325,2024-10-22 17:02:39,2024-10-22 18:02:39,Ожидает обработки,В работу,aplyukhina,aplyukhina,P3,oe_posting_problem,72
325,326,SD-911_6000326,2025-01-23 09:51:10,2025-01-23 12:51:10,Ожидает обработки,Отменен,nikiforovaana,nikiforovaana,P3,oe_datafix,72
326,327,SD-911_6000327,2024-12-03 18:48:06,2024-12-03 20:48:06,Ожидает обработки,В работу,rkarvenov,rkarvenov,P4,oe_kiz,168
327,328,SD-911_6000328,2025-01-02 03:29:35,2025-01-04 10:29:35,Ожидает обработки,В работу,asayfuddinov,nikiforovaana,P3,oe_datafix,72
328,329,SD-911_6000329,2025-01-14 15:15:42,2025-01-16 12:15:42,Ожидает обработки,В работу,nikiforovaana,dnoosan,P3,oe_cargo,72
329,330,SD-911_6000330,2024-10-02 11:52:56,2024-10-02 19:52:56,Ожидает обработки,В работу,dnoosan,dnoosan,P3,oe_notcorrect,72
330,331,SD-911_6000331,2025-01-28 12:26:46,2025-01-28 15:26:46,Ожидает обработки,В работу,dnoosan,dnoosan,P2,oe_posting_problem,24
331,332,SD-911_6000332,2024-12-15 12:04:33,2024-12-15 17:04:33,Ожидает обработки,В работу,mburuhin,mburuhin,P4,oe_posting_problem,168
332,333,SD-911_6000333,2024-11-15 23:27:24,2024-11-17 11:27:24,Ожидает обработки,Выполнено,mburuhin,mburuhin,P2,oe_inventory,24
333,334,SD-911_6000334,2024-12-12 06:51:04,2024-12-12 11:51:04,Ожидает обработки,В работу,rkarvenov,aplyukhina,P3,oe_synk,72
334,335,SD-911_6000335,2024-10-31 10:26:19,2024-11-04 16:26:19,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P3,oe_posting_problem,72
335,336,SD-911_6000336,2024-12-10 20:55:08,2024-12-19 01:55:08,Ожидает обработки,В работу,asayfuddinov,asayfuddinov,P4,oe_posting_problem,168
336,337,SD-911_6000337,2024-11-28 20:47:15,2024-11-29 05:47:15,Ожидает обработки,В работу,aplyukhina,aplyukhina,P4,oe_posting_problem,168
337,338,SD-911_6000338,2024-12-28 23:12:42,2025-01-28 04:12:42,Ожидает обработки,В работу,alesushkov,alesushkov,P5,oe_kiz,720
338,339,SD-911_6000339,2024-10-11 09:24:47,2024-10-11 17:24:47,Ожидает обработки,Отменен,mburuhin,mburuhin,P4,oe_posting_pushing,168
339,340,SD-911_6000340,2024-10-22 16:43:06,2024-10-22 17:43:06,Ожидает обработки,В работу,asayfuddinov,dnoosan,P2,oe_cargo,24
340,341,SD-911_6000341,2024-11-12 06:39:24,2024-11-12 10:39:24,Ожидает обработки,В работу,ymosyagina,ymosyagina,P3,oe_consig,72
341,342,SD-911_6000342,2024-12-25 19:30:05,2024-12-26 06:30:05,Ожидает обработки,В работу,ymosyagina,ymosyagina,P4,oe_posting_pushing,168
342,343,SD-911_6000343,2025-01-11 10:50:16,2025-01-18 17:50:16,Ожидает обработки,В работу,rkarvenov,ymosyagina,P3,oe_rsp,72
343,344,SD-911_6000344,2024-10-23 02:47:11,2024-10-23 04:47:11,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P3,oe_returns,72
344,345,SD-911_6000345,2024-11-11 08:47:14,2024-11-11 16:47:14,Ожидает обработки,В работу,aplyukhina,aplyukhina,P3,oe_rsp,72
345,346,SD-911_6000346,2024-10-26 02:42:01,2024-10-26 03:42:01,Ожидает обработки,В работу,msharova,msharova,P4,oe_notcorrect,168
346,347,SD-911_6000347,2024-12-05 16:36:15,2024-12-13 05:36:15,Ожидает обработки,Выполнено,aplyukhina,asayfuddinov,P4,oe_posting_problem,168
347,348,SD-911_6000348,2024-11-14 05:16:41,2024-11-14 09:16:41,Ожидает обработки,В работу,dnoosan,dnoosan,P3,oe_returns,72
348,349,SD-911_6000349,2024-10-27 04:05:45,2024-11-03 18:05:45,Ожидает обработки,В работу,aplyukhina,mburuhin,P4,oe_datafix,168
349,350,SD-911_6000350,2025-01-22 23:29:37,2025-01-26 07:29:37,Ожидает обработки,В работу,msharova,msharova,P3,oe_inventory,72
350,351,SD-911_6000351,2024-12-16 21:34:58,2024-12-17 06:34:58,Ожидает обработки,В работу,ymosyagina,rkarvenov,P4,,168
351,352,SD-911_6000352,2024-11-22 08:09:45,2024-11-22 13:09:45,Ожидает обработки,В работу,aplyukhina,alesushkov,P3,oe_rsp,72
352,353,SD-911_6000353,2025-01-10 13:16:32,2025-01-13 15:16:32,Ожидает обработки,Отменен,aplyukhina,aplyukhina,P4,oe_posting_problem,168
353,354,SD-911_6000354,2024-11-11 09:42:54,2024-11-14 17:42:54,Ожидает обработки,В работу,alesushkov,ymosyagina,P3,oe_posting_problem,72
354,355,SD-911_6000355,2024-12-20 15:18:00,2024-12-20 17:18:00,Ожидает обработки,В работу,nikiforovaana,nikiforovaana,P4,oe_datafix,168
355,356,SD-911_6000356,2024-10-06 19:32:42,2024-10-09 12:32:42,Ожидает обработки,В работу,mburuhin,ymosyagina,P4,oe_posting_problem,168
356,357,SD-911_6000357,2025-01-25 06:49:55,2025-01-25 13:49:55,Ожидает обработки,В работу,rkarvenov,rkarvenov,P4,oe_returns,168
